name,label,description,p3,water_system_type,depth_of_borehole,number_of_users
138574425,Water system 768 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138574426,Water system 769 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138574427,Water system 770 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138574428,Water system 771 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138574429,Water system 772 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574430,Water system 773 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574431,Water system 774 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138574432,Water system 775 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574433,Water system 776 – Solar-powered water system,Solar-powered water system with piped distribution,BF130004,solar_powered_water_system,,
138574434,Water system 777 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138574435,Water system 778 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574436,Water system 779 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138574437,Water system 780 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574438,Water system 781 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138574439,Water system 782 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574440,Water system 783 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138574441,Water system 784 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138574442,Water system 785 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138574443,Water system 786 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574444,Water system 787 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138574445,Water system 788 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138574446,Water system 789 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138574447,Water system 790 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574448,Water system 791 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138574449,Water system 792 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574450,Water system 793 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138574451,Water system 794 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574452,Water system 795 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574453,Water system 796 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574454,Water system 797 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138574455,Water system 798 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574456,Water system 799 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138574457,Water system 800 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574458,Water system 801 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574459,Water system 802 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138574460,Water system 803 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574461,Water system 804 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574462,Water system 805 – SWAT system,Surface water abstraction and treatment system,BF130004,swat_system,,
138574463,Water system 806 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574464,Water system 807 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574465,Water system 808 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138574466,Water system 809 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574467,Water system 810 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574468,Water system 811 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138574469,Water system 812 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574470,Water system 813 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138574471,Water system 814 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574472,Water system 815 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138574473,Water system 816 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138574474,Water system 817 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574475,Water system 818 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574476,Water system 819 – Protected open well,Protected open well with hand pump,BF130003,protected_open_well,,
138574477,Water system 820 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138574478,Water system 821 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574479,Water system 822 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138574480,Water system 823 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574481,Water system 824 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574482,Water system 825 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138574483,Water system 826 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574484,Water system 827 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574485,Water system 828 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574486,Water system 829 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138574487,Water system 830 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574488,Water system 831 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138574489,Water system 832 – SWAT system,Surface water abstraction and treatment system,BF130003,swat_system,,
138574490,Water system 833 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574491,Water system 834 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138574492,Water system 835 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138574493,Water system 836 – Point-of-use water treatment,Point-of-use water treatment programme,BF130003,point_of_use_water_treatment,,
138574494,Water system 837 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138574495,Water system 838 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138574496,Water system 839 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138574497,Water system 840 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138574498,Water system 841 – SWAT system,Surface water abstraction and treatment system,BF130004,swat_system,,
138574499,Water system 842 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138574500,Water system 843 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138574501,Water system 844 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138574502,Water system 845 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574503,Water system 846 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138574504,Water system 847 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138574505,Water system 848 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138574506,Water system 849 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574507,Water system 850 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574508,Water system 851 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574509,Water system 852 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574510,Water system 853 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574511,Water system 854 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574512,Water system 855 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574513,Water system 856 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138574514,Water system 857 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574515,Water system 858 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138574516,Water system 859 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138574517,Water system 860 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138574518,Water system 861 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138574519,Water system 862 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138574520,Water system 863 – Point-of-use water treatment,Point-of-use water treatment programme,BF130003,point_of_use_water_treatment,,
138574521,Water system 864 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138574522,Water system 865 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138574523,Water system 866 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138574524,Water system 867 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574525,Water system 868 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574526,Water system 869 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138574527,Water system 870 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138574528,Water system 871 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138574529,Water system 872 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574530,Water system 873 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574531,Water system 874 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138574532,Water system 875 – Solar-powered water system,Solar-powered water system with piped distribution,BF130004,solar_powered_water_system,,
138574533,Water system 876 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138574534,Water system 877 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138574535,Water system 878 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138574536,Water system 879 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138574537,Water system 880 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138574538,Water system 881 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138574539,Water system 882 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574540,Water system 883 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574541,Water system 884 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574542,Water system 885 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138574543,Water system 886 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574544,Water system 887 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138574545,Water system 888 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138574546,Water system 889 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138574547,Water system 890 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574548,Water system 891 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138574549,Water system 892 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138574550,Water system 893 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138574551,Water system 894 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138574552,Water system 895 – SWAT system,Surface water abstraction and treatment system,BF130003,swat_system,,
138574553,Water system 896 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138574554,Water system 897 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138574555,Water system 898 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138574556,Water system 899 – Point-of-use water treatment,Point-of-use water treatment programme,BF130003,point_of_use_water_treatment,,
138574557,Water system 900 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574558,Water system 901 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574559,Water system 902 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574560,Water system 903 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138574561,Water system 904 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574562,Water system 905 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574563,Water system 906 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138574564,Water system 907 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138574565,Water system 908 – Point-of-use water treatment,Point-of-use water treatment programme,BF130003,point_of_use_water_treatment,,
138574566,Water system 909 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574567,Water system 910 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574568,Water system 911 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574569,Water system 912 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138574570,Water system 913 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574571,Water system 914 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138574572,Water system 915 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138574573,Water system 916 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138574574,Water system 917 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138574575,Water system 918 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574576,Water system 919 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138574577,Water system 920 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574578,Water system 921 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138574579,Water system 922 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574580,Water system 923 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574581,Water system 924 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138574582,Water system 925 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138574583,Water system 926 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138574584,Water system 927 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574585,Water system 928 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574586,Water system 929 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574587,Water system 930 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138574588,Water system 931 – SWAT system,Surface water abstraction and treatment system,BF130004,swat_system,,
138574589,Water system 932 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138574590,Water system 933 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574591,Water system 934 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138574592,Water system 935 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574593,Water system 936 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138574594,Water system 937 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138574595,Water system 938 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138574596,Water system 939 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138574597,Water system 940 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574598,Water system 941 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138574599,Water system 942 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574600,Water system 943 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574601,Water system 944 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574602,Water system 945 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574603,Water system 946 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138574604,Water system 947 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574605,Water system 948 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138574606,Water system 949 – SWAT system,Surface water abstraction and treatment system,BF130003,swat_system,,
138574607,Water system 950 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574608,Water system 951 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138574609,Water system 952 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574610,Water system 953 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574611,Water system 954 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138574612,Water system 955 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138574613,Water system 956 – Solar-powered water system,Solar-powered water system with piped distribution,BF130004,solar_powered_water_system,,
138574614,Water system 957 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138574615,Water system 958 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574616,Water system 959 – Spring protection,Protected spring with gravity-fed distribution,BF130004,spring_protection,,
138574617,Water system 960 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138574618,Water system 961 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138574619,Water system 962 – Point-of-use water treatment,Point-of-use water treatment programme,BF130003,point_of_use_water_treatment,,
138574620,Water system 963 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574621,Water system 964 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138574622,Water system 965 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138574623,Water system 966 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138574624,Water system 967 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138574625,Water system 968 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574626,Water system 969 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138574627,Water system 970 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138574628,Water system 971 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574629,Water system 972 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574630,Water system 973 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574631,Water system 974 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138574632,Water system 975 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574633,Water system 976 – SWAT system,Surface water abstraction and treatment system,BF130004,swat_system,,
138574634,Water system 977 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138574635,Water system 978 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138574636,Water system 979 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574637,Water system 980 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138574638,Water system 981 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138574639,Water system 982 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138574640,Water system 983 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574641,Water system 984 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138574642,Water system 985 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574643,Water system 986 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574644,Water system 987 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138574645,Water system 988 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574646,Water system 989 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574647,Water system 990 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138574648,Water system 991 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138574649,Water system 992 – Solar-powered water system,Solar-powered water system with piped distribution,BF130004,solar_powered_water_system,,
138574650,Water system 993 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138574651,Water system 994 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574652,Water system 995 – Spring protection,Protected spring with gravity-fed distribution,BF130004,spring_protection,,
138574653,Water system 996 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574654,Water system 997 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574655,Water system 998 – Point-of-use water treatment,Point-of-use water treatment programme,BF130003,point_of_use_water_treatment,,
138574656,Water system 999 – Protected open well,Protected open well with hand pump,BF130003,protected_open_well,,
138574657,Water system 1000 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138574658,Water system 1001 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574659,Water system 1002 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138574660,Water system 1003 – SWAT system,Surface water abstraction and treatment system,BF130003,swat_system,,
138574661,Water system 1004 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138574662,Water system 1005 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574663,Water system 1006 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138574664,Water system 1007 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574665,Water system 1008 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574666,Water system 1009 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574667,Water system 1010 – Solar-powered water system,Solar-powered water system with piped distribution,BF130004,solar_powered_water_system,,
138574668,Water system 1011 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138574669,Water system 1012 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138574670,Water system 1013 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138574671,Water system 1014 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574672,Water system 1015 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574673,Water system 1016 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574674,Water system 1017 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574675,Water system 1018 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138574676,Water system 1019 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574677,Water system 1020 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138574678,Water system 1021 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574679,Water system 1022 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138574680,Water system 1023 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138574681,Water system 1024 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574682,Water system 1025 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574683,Water system 1026 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574684,Water system 1027 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138574685,Water system 1028 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574686,Water system 1029 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138574687,Water system 1030 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574688,Water system 1031 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138574689,Water system 1032 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574690,Water system 1033 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574691,Water system 1034 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574692,Water system 1035 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574693,Water system 1036 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138574694,Water system 1037 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574695,Water system 1038 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138574696,Water system 1039 – SWAT system,Surface water abstraction and treatment system,BF130003,swat_system,,
138574697,Water system 1040 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138574698,Water system 1041 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574699,Water system 1042 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138574700,Water system 1043 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574701,Water system 1044 – Protected open well,Protected open well with hand pump,BF130003,protected_open_well,,
138574702,Water system 1045 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574703,Water system 1046 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574704,Water system 1047 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574705,Water system 1048 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138574706,Water system 1049 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138574707,Water system 1050 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574708,Water system 1051 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138574709,Water system 1052 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574710,Water system 1053 – Protected open well,Protected open well with hand pump,BF130003,protected_open_well,,
138574711,Water system 1054 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138574712,Water system 1055 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574713,Water system 1056 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
