name,label,system_id,description,distance_from_tank,sample_type
CCP_138574448_SRC,Water system 791 – Water source / HP outlet,138574448,Water source critical control point,very_close,source
CCP_138574448_DST,Water system 791 – Distribution tap / outlet,138574448,Distribution point critical control point,close,tap
CCP_138574449_SRC,Water system 792 – Water source / HP outlet,138574449,Water source critical control point,medium,source
CCP_138574449_DST,Water system 792 – Distribution tap / outlet,138574449,Distribution point critical control point,far,tap
CCP_138574450_SRC,Water system 793 – Water source / HP outlet,138574450,Water source critical control point,unknown,source
CCP_138574450_DST,Water system 793 – Distribution tap / outlet,138574450,Distribution point critical control point,very_close,tap
CCP_138574451_SRC,Water system 794 – Water source / HP outlet,138574451,Water source critical control point,close,source
CCP_138574451_DST,Water system 794 – Distribution tap / outlet,138574451,Distribution point critical control point,medium,tap
CCP_138574452_SRC,Water system 795 – Water source / HP outlet,138574452,Water source critical control point,far,source
CCP_138574452_DST,Water system 795 – Distribution tap / outlet,138574452,Distribution point critical control point,unknown,tap
CCP_138574453_SRC,Water system 796 – Water source / HP outlet,138574453,Water source critical control point,very_close,source
CCP_138574453_DST,Water system 796 – Distribution tap / outlet,138574453,Distribution point critical control point,close,tap
CCP_138574454_SRC,Water system 797 – Water source / HP outlet,138574454,Water source critical control point,medium,source
CCP_138574454_DST,Water system 797 – Distribution tap / outlet,138574454,Distribution point critical control point,far,tap
CCP_138574455_SRC,Water system 798 – Water source / HP outlet,138574455,Water source critical control point,unknown,source
CCP_138574455_DST,Water system 798 – Distribution tap / outlet,138574455,Distribution point critical control point,very_close,tap
CCP_138574456_SRC,Water system 799 – Water source / HP outlet,138574456,Water source critical control point,close,source
CCP_138574456_DST,Water system 799 – Distribution tap / outlet,138574456,Distribution point critical control point,medium,tap
CCP_138574457_SRC,Water system 800 – Water source / HP outlet,138574457,Water source critical control point,far,source
CCP_138574457_DST,Water system 800 – Distribution tap / outlet,138574457,Distribution point critical control point,unknown,tap
CCP_138574458_SRC,Water system 801 – Water source / HP outlet,138574458,Water source critical control point,very_close,source
CCP_138574458_DST,Water system 801 – Distribution tap / outlet,138574458,Distribution point critical control point,close,tap
CCP_138574459_SRC,Water system 802 – Water source / HP outlet,138574459,Water source critical control point,medium,source
CCP_138574459_DST,Water system 802 – Distribution tap / outlet,138574459,Distribution point critical control point,far,tap
CCP_138574460_SRC,Water system 803 – Water source / HP outlet,138574460,Water source critical control point,unknown,source
CCP_138574460_DST,Water system 803 – Distribution tap / outlet,138574460,Distribution point critical control point,very_close,tap
CCP_138574461_SRC,Water system 804 – Water source / HP outlet,138574461,Water source critical control point,close,source
CCP_138574461_DST,Water system 804 – Distribution tap / outlet,138574461,Distribution point critical control point,medium,tap
CCP_138574462_SRC,Water system 805 – Water source / HP outlet,138574462,Water source critical control point,far,source
CCP_138574462_DST,Water system 805 – Distribution tap / outlet,138574462,Distribution point critical control point,unknown,tap
CCP_138574463_SRC,Water system 806 – Water source / HP outlet,138574463,Water source critical control point,very_close,source
CCP_138574463_DST,Water system 806 – Distribution tap / outlet,138574463,Distribution point critical control point,close,tap
CCP_138574464_SRC,Water system 807 – Water source / HP outlet,138574464,Water source critical control point,medium,source
CCP_138574464_DST,Water system 807 – Distribution tap / outlet,138574464,Distribution point critical control point,far,tap
CCP_138574465_SRC,Water system 808 – Water source / HP outlet,138574465,Water source critical control point,unknown,source
CCP_138574465_DST,Water system 808 – Distribution tap / outlet,138574465,Distribution point critical control point,very_close,tap
CCP_138574466_SRC,Water system 809 – Water source / HP outlet,138574466,Water source critical control point,close,source
CCP_138574466_DST,Water system 809 – Distribution tap / outlet,138574466,Distribution point critical control point,medium,tap
CCP_138574467_SRC,Water system 810 – Water source / HP outlet,138574467,Water source critical control point,far,source
CCP_138574467_DST,Water system 810 – Distribution tap / outlet,138574467,Distribution point critical control point,unknown,tap
CCP_138574468_SRC,Water system 811 – Water source / HP outlet,138574468,Water source critical control point,very_close,source
CCP_138574468_DST,Water system 811 – Distribution tap / outlet,138574468,Distribution point critical control point,close,tap
CCP_138574469_SRC,Water system 812 – Water source / HP outlet,138574469,Water source critical control point,medium,source
CCP_138574469_DST,Water system 812 – Distribution tap / outlet,138574469,Distribution point critical control point,far,tap
CCP_138574470_SRC,Water system 813 – Water source / HP outlet,138574470,Water source critical control point,unknown,source
CCP_138574470_DST,Water system 813 – Distribution tap / outlet,138574470,Distribution point critical control point,very_close,tap
CCP_138574471_SRC,Water system 814 – Water source / HP outlet,138574471,Water source critical control point,close,source
CCP_138574471_DST,Water system 814 – Distribution tap / outlet,138574471,Distribution point critical control point,medium,tap
CCP_138574472_SRC,Water system 815 – Water source / HP outlet,138574472,Water source critical control point,far,source
CCP_138574472_DST,Water system 815 – Distribution tap / outlet,138574472,Distribution point critical control point,unknown,tap
CCP_138574473_SRC,Water system 816 – Water source / HP outlet,138574473,Water source critical control point,very_close,source
CCP_138574473_DST,Water system 816 – Distribution tap / outlet,138574473,Distribution point critical control point,close,tap
CCP_138574474_SRC,Water system 817 – Water source / HP outlet,138574474,Water source critical control point,medium,source
CCP_138574474_DST,Water system 817 – Distribution tap / outlet,138574474,Distribution point critical control point,far,tap
CCP_138574475_SRC,Water system 818 – Water source / HP outlet,138574475,Water source critical control point,unknown,source
CCP_138574475_DST,Water system 818 – Distribution tap / outlet,138574475,Distribution point critical control point,very_close,tap
CCP_138574476_SRC,Water system 819 – Water source / HP outlet,138574476,Water source critical control point,close,source
CCP_138574476_DST,Water system 819 – Distribution tap / outlet,138574476,Distribution point critical control point,medium,tap
CCP_138574477_SRC,Water system 820 – Water source / HP outlet,138574477,Water source critical control point,far,source
CCP_138574477_DST,Water system 820 – Distribution tap / outlet,138574477,Distribution point critical control point,unknown,tap
CCP_138574478_SRC,Water system 821 – Water source / HP outlet,138574478,Water source critical control point,very_close,source
CCP_138574478_DST,Water system 821 – Distribution tap / outlet,138574478,Distribution point critical control point,close,tap
CCP_138574479_SRC,Water system 822 – Water source / HP outlet,138574479,Water source critical control point,medium,source
CCP_138574479_DST,Water system 822 – Distribution tap / outlet,138574479,Distribution point critical control point,far,tap
CCP_138574480_SRC,Water system 823 – Water source / HP outlet,138574480,Water source critical control point,unknown,source
CCP_138574480_DST,Water system 823 – Distribution tap / outlet,138574480,Distribution point critical control point,very_close,tap
CCP_138574481_SRC,Water system 824 – Water source / HP outlet,138574481,Water source critical control point,close,source
CCP_138574481_DST,Water system 824 – Distribution tap / outlet,138574481,Distribution point critical control point,medium,tap
CCP_138574482_SRC,Water system 825 – Water source / HP outlet,138574482,Water source critical control point,far,source
CCP_138574482_DST,Water system 825 – Distribution tap / outlet,138574482,Distribution point critical control point,unknown,tap
CCP_138574483_SRC,Water system 826 – Water source / HP outlet,138574483,Water source critical control point,very_close,source
CCP_138574483_DST,Water system 826 – Distribution tap / outlet,138574483,Distribution point critical control point,close,tap
CCP_138574484_SRC,Water system 827 – Water source / HP outlet,138574484,Water source critical control point,medium,source
CCP_138574484_DST,Water system 827 – Distribution tap / outlet,138574484,Distribution point critical control point,far,tap
CCP_138574485_SRC,Water system 828 – Water source / HP outlet,138574485,Water source critical control point,unknown,source
CCP_138574485_DST,Water system 828 – Distribution tap / outlet,138574485,Distribution point critical control point,very_close,tap
CCP_138574486_SRC,Water system 829 – Water source / HP outlet,138574486,Water source critical control point,close,source
CCP_138574486_DST,Water system 829 – Distribution tap / outlet,138574486,Distribution point critical control point,medium,tap
CCP_138574487_SRC,Water system 830 – Water source / HP outlet,138574487,Water source critical control point,far,source
CCP_138574487_DST,Water system 830 – Distribution tap / outlet,138574487,Distribution point critical control point,unknown,tap
CCP_138574488_SRC,Water system 831 – Water source / HP outlet,138574488,Water source critical control point,very_close,source
CCP_138574488_DST,Water system 831 – Distribution tap / outlet,138574488,Distribution point critical control point,close,tap
CCP_138574489_SRC,Water system 832 – Water source / HP outlet,138574489,Water source critical control point,medium,source
CCP_138574489_DST,Water system 832 – Distribution tap / outlet,138574489,Distribution point critical control point,far,tap
CCP_138574490_SRC,Water system 833 – Water source / HP outlet,138574490,Water source critical control point,unknown,source
CCP_138574490_DST,Water system 833 – Distribution tap / outlet,138574490,Distribution point critical control point,very_close,tap
CCP_138574491_SRC,Water system 834 – Water source / HP outlet,138574491,Water source critical control point,close,source
CCP_138574491_DST,Water system 834 – Distribution tap / outlet,138574491,Distribution point critical control point,medium,tap
CCP_138574492_SRC,Water system 835 – Water source / HP outlet,138574492,Water source critical control point,far,source
CCP_138574492_DST,Water system 835 – Distribution tap / outlet,138574492,Distribution point critical control point,unknown,tap
CCP_138574493_SRC,Water system 836 – Water source / HP outlet,138574493,Water source critical control point,very_close,source
CCP_138574493_DST,Water system 836 – Distribution tap / outlet,138574493,Distribution point critical control point,close,tap
CCP_138574494_SRC,Water system 837 – Water source / HP outlet,138574494,Water source critical control point,medium,source
CCP_138574494_DST,Water system 837 – Distribution tap / outlet,138574494,Distribution point critical control point,far,tap
CCP_138574495_SRC,Water system 838 – Water source / HP outlet,138574495,Water source critical control point,unknown,source
CCP_138574495_DST,Water system 838 – Distribution tap / outlet,138574495,Distribution point critical control point,very_close,tap
CCP_138574496_SRC,Water system 839 – Water source / HP outlet,138574496,Water source critical control point,close,source
CCP_138574496_DST,Water system 839 – Distribution tap / outlet,138574496,Distribution point critical control point,medium,tap
CCP_138574497_SRC,Water system 840 – Water source / HP outlet,138574497,Water source critical control point,far,source
CCP_138574497_DST,Water system 840 – Distribution tap / outlet,138574497,Distribution point critical control point,unknown,tap
CCP_138574498_SRC,Water system 841 – Water source / HP outlet,138574498,Water source critical control point,very_close,source
CCP_138574498_DST,Water system 841 – Distribution tap / outlet,138574498,Distribution point critical control point,close,tap
CCP_138574499_SRC,Water system 842 – Water source / HP outlet,138574499,Water source critical control point,medium,source
CCP_138574499_DST,Water system 842 – Distribution tap / outlet,138574499,Distribution point critical control point,far,tap
CCP_138574500_SRC,Water system 843 – Water source / HP outlet,138574500,Water source critical control point,unknown,source
CCP_138574500_DST,Water system 843 – Distribution tap / outlet,138574500,Distribution point critical control point,very_close,tap
CCP_138574501_SRC,Water system 844 – Water source / HP outlet,138574501,Water source critical control point,close,source
CCP_138574501_DST,Water system 844 – Distribution tap / outlet,138574501,Distribution point critical control point,medium,tap
CCP_138574502_SRC,Water system 845 – Water source / HP outlet,138574502,Water source critical control point,far,source
CCP_138574502_DST,Water system 845 – Distribution tap / outlet,138574502,Distribution point critical control point,unknown,tap
CCP_138574503_SRC,Water system 846 – Water source / HP outlet,138574503,Water source critical control point,very_close,source
CCP_138574503_DST,Water system 846 – Distribution tap / outlet,138574503,Distribution point critical control point,close,tap
CCP_138574504_SRC,Water system 847 – Water source / HP outlet,138574504,Water source critical control point,medium,source
CCP_138574504_DST,Water system 847 – Distribution tap / outlet,138574504,Distribution point critical control point,far,tap
CCP_138574505_SRC,Water system 848 – Water source / HP outlet,138574505,Water source critical control point,unknown,source
CCP_138574505_DST,Water system 848 – Distribution tap / outlet,138574505,Distribution point critical control point,very_close,tap
CCP_138574506_SRC,Water system 849 – Water source / HP outlet,138574506,Water source critical control point,close,source
CCP_138574506_DST,Water system 849 – Distribution tap / outlet,138574506,Distribution point critical control point,medium,tap
CCP_138574507_SRC,Water system 850 – Water source / HP outlet,138574507,Water source critical control point,far,source
CCP_138574507_DST,Water system 850 – Distribution tap / outlet,138574507,Distribution point critical control point,unknown,tap
CCP_138574508_SRC,Water system 851 – Water source / HP outlet,138574508,Water source critical control point,very_close,source
CCP_138574508_DST,Water system 851 – Distribution tap / outlet,138574508,Distribution point critical control point,close,tap
CCP_138574509_SRC,Water system 852 – Water source / HP outlet,138574509,Water source critical control point,medium,source
CCP_138574509_DST,Water system 852 – Distribution tap / outlet,138574509,Distribution point critical control point,far,tap
CCP_138574510_SRC,Water system 853 – Water source / HP outlet,138574510,Water source critical control point,unknown,source
CCP_138574510_DST,Water system 853 – Distribution tap / outlet,138574510,Distribution point critical control point,very_close,tap
CCP_138574511_SRC,Water system 854 – Water source / HP outlet,138574511,Water source critical control point,close,source
CCP_138574511_DST,Water system 854 – Distribution tap / outlet,138574511,Distribution point critical control point,medium,tap
CCP_138574512_SRC,Water system 855 – Water source / HP outlet,138574512,Water source critical control point,far,source
CCP_138574512_DST,Water system 855 – Distribution tap / outlet,138574512,Distribution point critical control point,unknown,tap
CCP_138574513_SRC,Water system 856 – Water source / HP outlet,138574513,Water source critical control point,very_close,source
CCP_138574513_DST,Water system 856 – Distribution tap / outlet,138574513,Distribution point critical control point,close,tap
CCP_138574514_SRC,Water system 857 – Water source / HP outlet,138574514,Water source critical control point,medium,source
CCP_138574514_DST,Water system 857 – Distribution tap / outlet,138574514,Distribution point critical control point,far,tap
CCP_138574515_SRC,Water system 858 – Water source / HP outlet,138574515,Water source critical control point,unknown,source
CCP_138574515_DST,Water system 858 – Distribution tap / outlet,138574515,Distribution point critical control point,very_close,tap
CCP_138574516_SRC,Water system 859 – Water source / HP outlet,138574516,Water source critical control point,close,source
CCP_138574516_DST,Water system 859 – Distribution tap / outlet,138574516,Distribution point critical control point,medium,tap
CCP_138574517_SRC,Water system 860 – Water source / HP outlet,138574517,Water source critical control point,far,source
CCP_138574517_DST,Water system 860 – Distribution tap / outlet,138574517,Distribution point critical control point,unknown,tap
CCP_138574518_SRC,Water system 861 – Water source / HP outlet,138574518,Water source critical control point,very_close,source
CCP_138574518_DST,Water system 861 – Distribution tap / outlet,138574518,Distribution point critical control point,close,tap
CCP_138574519_SRC,Water system 862 – Water source / HP outlet,138574519,Water source critical control point,medium,source
CCP_138574519_DST,Water system 862 – Distribution tap / outlet,138574519,Distribution point critical control point,far,tap
CCP_138574520_SRC,Water system 863 – Water source / HP outlet,138574520,Water source critical control point,unknown,source
CCP_138574520_DST,Water system 863 – Distribution tap / outlet,138574520,Distribution point critical control point,very_close,tap
CCP_138574521_SRC,Water system 864 – Water source / HP outlet,138574521,Water source critical control point,close,source
CCP_138574521_DST,Water system 864 – Distribution tap / outlet,138574521,Distribution point critical control point,medium,tap
CCP_138574522_SRC,Water system 865 – Water source / HP outlet,138574522,Water source critical control point,far,source
CCP_138574522_DST,Water system 865 – Distribution tap / outlet,138574522,Distribution point critical control point,unknown,tap
CCP_138574523_SRC,Water system 866 – Water source / HP outlet,138574523,Water source critical control point,very_close,source
CCP_138574523_DST,Water system 866 – Distribution tap / outlet,138574523,Distribution point critical control point,close,tap
CCP_138574524_SRC,Water system 867 – Water source / HP outlet,138574524,Water source critical control point,medium,source
CCP_138574524_DST,Water system 867 – Distribution tap / outlet,138574524,Distribution point critical control point,far,tap
CCP_138574525_SRC,Water system 868 – Water source / HP outlet,138574525,Water source critical control point,unknown,source
CCP_138574525_DST,Water system 868 – Distribution tap / outlet,138574525,Distribution point critical control point,very_close,tap
CCP_138574526_SRC,Water system 869 – Water source / HP outlet,138574526,Water source critical control point,close,source
CCP_138574526_DST,Water system 869 – Distribution tap / outlet,138574526,Distribution point critical control point,medium,tap
CCP_138574527_SRC,Water system 870 – Water source / HP outlet,138574527,Water source critical control point,far,source
CCP_138574527_DST,Water system 870 – Distribution tap / outlet,138574527,Distribution point critical control point,unknown,tap
CCP_138574528_SRC,Water system 871 – Water source / HP outlet,138574528,Water source critical control point,very_close,source
CCP_138574528_DST,Water system 871 – Distribution tap / outlet,138574528,Distribution point critical control point,close,tap
CCP_138574529_SRC,Water system 872 – Water source / HP outlet,138574529,Water source critical control point,medium,source
CCP_138574529_DST,Water system 872 – Distribution tap / outlet,138574529,Distribution point critical control point,far,tap
CCP_138574530_SRC,Water system 873 – Water source / HP outlet,138574530,Water source critical control point,unknown,source
CCP_138574530_DST,Water system 873 – Distribution tap / outlet,138574530,Distribution point critical control point,very_close,tap
CCP_138574531_SRC,Water system 874 – Water source / HP outlet,138574531,Water source critical control point,close,source
CCP_138574531_DST,Water system 874 – Distribution tap / outlet,138574531,Distribution point critical control point,medium,tap
CCP_138574532_SRC,Water system 875 – Water source / HP outlet,138574532,Water source critical control point,far,source
CCP_138574532_DST,Water system 875 – Distribution tap / outlet,138574532,Distribution point critical control point,unknown,tap
CCP_138574533_SRC,Water system 876 – Water source / HP outlet,138574533,Water source critical control point,very_close,source
CCP_138574533_DST,Water system 876 – Distribution tap / outlet,138574533,Distribution point critical control point,close,tap
CCP_138574534_SRC,Water system 877 – Water source / HP outlet,138574534,Water source critical control point,medium,source
CCP_138574534_DST,Water system 877 – Distribution tap / outlet,138574534,Distribution point critical control point,far,tap
CCP_138574535_SRC,Water system 878 – Water source / HP outlet,138574535,Water source critical control point,unknown,source
CCP_138574535_DST,Water system 878 – Distribution tap / outlet,138574535,Distribution point critical control point,very_close,tap
CCP_138574536_SRC,Water system 879 – Water source / HP outlet,138574536,Water source critical control point,close,source
CCP_138574536_DST,Water system 879 – Distribution tap / outlet,138574536,Distribution point critical control point,medium,tap
CCP_138574537_SRC,Water system 880 – Water source / HP outlet,138574537,Water source critical control point,far,source
CCP_138574537_DST,Water system 880 – Distribution tap / outlet,138574537,Distribution point critical control point,unknown,tap
CCP_138574538_SRC,Water system 881 – Water source / HP outlet,138574538,Water source critical control point,very_close,source
CCP_138574538_DST,Water system 881 – Distribution tap / outlet,138574538,Distribution point critical control point,close,tap
CCP_138574539_SRC,Water system 882 – Water source / HP outlet,138574539,Water source critical control point,medium,source
CCP_138574539_DST,Water system 882 – Distribution tap / outlet,138574539,Distribution point critical control point,far,tap
CCP_138574540_SRC,Water system 883 – Water source / HP outlet,138574540,Water source critical control point,unknown,source
CCP_138574540_DST,Water system 883 – Distribution tap / outlet,138574540,Distribution point critical control point,very_close,tap
CCP_138574541_SRC,Water system 884 – Water source / HP outlet,138574541,Water source critical control point,close,source
CCP_138574541_DST,Water system 884 – Distribution tap / outlet,138574541,Distribution point critical control point,medium,tap
CCP_138574542_SRC,Water system 885 – Water source / HP outlet,138574542,Water source critical control point,far,source
CCP_138574542_DST,Water system 885 – Distribution tap / outlet,138574542,Distribution point critical control point,unknown,tap
CCP_138574543_SRC,Water system 886 – Water source / HP outlet,138574543,Water source critical control point,very_close,source
CCP_138574543_DST,Water system 886 – Distribution tap / outlet,138574543,Distribution point critical control point,close,tap
CCP_138574544_SRC,Water system 887 – Water source / HP outlet,138574544,Water source critical control point,medium,source
CCP_138574544_DST,Water system 887 – Distribution tap / outlet,138574544,Distribution point critical control point,far,tap
CCP_138574545_SRC,Water system 888 – Water source / HP outlet,138574545,Water source critical control point,unknown,source
CCP_138574545_DST,Water system 888 – Distribution tap / outlet,138574545,Distribution point critical control point,very_close,tap
CCP_138574546_SRC,Water system 889 – Water source / HP outlet,138574546,Water source critical control point,close,source
CCP_138574546_DST,Water system 889 – Distribution tap / outlet,138574546,Distribution point critical control point,medium,tap
CCP_138574547_SRC,Water system 890 – Water source / HP outlet,138574547,Water source critical control point,far,source
CCP_138574547_DST,Water system 890 – Distribution tap / outlet,138574547,Distribution point critical control point,unknown,tap
CCP_138574548_SRC,Water system 891 – Water source / HP outlet,138574548,Water source critical control point,very_close,source
CCP_138574548_DST,Water system 891 – Distribution tap / outlet,138574548,Distribution point critical control point,close,tap
CCP_138574549_SRC,Water system 892 – Water source / HP outlet,138574549,Water source critical control point,medium,source
CCP_138574549_DST,Water system 892 – Distribution tap / outlet,138574549,Distribution point critical control point,far,tap
CCP_138574550_SRC,Water system 893 – Water source / HP outlet,138574550,Water source critical control point,unknown,source
CCP_138574550_DST,Water system 893 – Distribution tap / outlet,138574550,Distribution point critical control point,very_close,tap
CCP_138574551_SRC,Water system 894 – Water source / HP outlet,138574551,Water source critical control point,close,source
CCP_138574551_DST,Water system 894 – Distribution tap / outlet,138574551,Distribution point critical control point,medium,tap
CCP_138574552_SRC,Water system 895 – Water source / HP outlet,138574552,Water source critical control point,far,source
CCP_138574552_DST,Water system 895 – Distribution tap / outlet,138574552,Distribution point critical control point,unknown,tap
CCP_138574553_SRC,Water system 896 – Water source / HP outlet,138574553,Water source critical control point,very_close,source
CCP_138574553_DST,Water system 896 – Distribution tap / outlet,138574553,Distribution point critical control point,close,tap
CCP_138574554_SRC,Water system 897 – Water source / HP outlet,138574554,Water source critical control point,medium,source
CCP_138574554_DST,Water system 897 – Distribution tap / outlet,138574554,Distribution point critical control point,far,tap
CCP_138574555_SRC,Water system 898 – Water source / HP outlet,138574555,Water source critical control point,unknown,source
CCP_138574555_DST,Water system 898 – Distribution tap / outlet,138574555,Distribution point critical control point,very_close,tap
CCP_138574556_SRC,Water system 899 – Water source / HP outlet,138574556,Water source critical control point,close,source
CCP_138574556_DST,Water system 899 – Distribution tap / outlet,138574556,Distribution point critical control point,medium,tap
CCP_138574557_SRC,Water system 900 – Water source / HP outlet,138574557,Water source critical control point,far,source
CCP_138574557_DST,Water system 900 – Distribution tap / outlet,138574557,Distribution point critical control point,unknown,tap
CCP_138574558_SRC,Water system 901 – Water source / HP outlet,138574558,Water source critical control point,very_close,source
CCP_138574558_DST,Water system 901 – Distribution tap / outlet,138574558,Distribution point critical control point,close,tap
CCP_138574559_SRC,Water system 902 – Water source / HP outlet,138574559,Water source critical control point,medium,source
CCP_138574559_DST,Water system 902 – Distribution tap / outlet,138574559,Distribution point critical control point,far,tap
CCP_138574560_SRC,Water system 903 – Water source / HP outlet,138574560,Water source critical control point,unknown,source
CCP_138574560_DST,Water system 903 – Distribution tap / outlet,138574560,Distribution point critical control point,very_close,tap
CCP_138574561_SRC,Water system 904 – Water source / HP outlet,138574561,Water source critical control point,close,source
CCP_138574561_DST,Water system 904 – Distribution tap / outlet,138574561,Distribution point critical control point,medium,tap
CCP_138574562_SRC,Water system 905 – Water source / HP outlet,138574562,Water source critical control point,far,source
CCP_138574562_DST,Water system 905 – Distribution tap / outlet,138574562,Distribution point critical control point,unknown,tap
CCP_138574563_SRC,Water system 906 – Water source / HP outlet,138574563,Water source critical control point,very_close,source
CCP_138574563_DST,Water system 906 – Distribution tap / outlet,138574563,Distribution point critical control point,close,tap
CCP_138574564_SRC,Water system 907 – Water source / HP outlet,138574564,Water source critical control point,medium,source
CCP_138574564_DST,Water system 907 – Distribution tap / outlet,138574564,Distribution point critical control point,far,tap
CCP_138574565_SRC,Water system 908 – Water source / HP outlet,138574565,Water source critical control point,unknown,source
CCP_138574565_DST,Water system 908 – Distribution tap / outlet,138574565,Distribution point critical control point,very_close,tap
CCP_138574566_SRC,Water system 909 – Water source / HP outlet,138574566,Water source critical control point,close,source
CCP_138574566_DST,Water system 909 – Distribution tap / outlet,138574566,Distribution point critical control point,medium,tap
CCP_138574567_SRC,Water system 910 – Water source / HP outlet,138574567,Water source critical control point,far,source
CCP_138574567_DST,Water system 910 – Distribution tap / outlet,138574567,Distribution point critical control point,unknown,tap
CCP_138574568_SRC,Water system 911 – Water source / HP outlet,138574568,Water source critical control point,very_close,source
CCP_138574568_DST,Water system 911 – Distribution tap / outlet,138574568,Distribution point critical control point,close,tap
CCP_138574569_SRC,Water system 912 – Water source / HP outlet,138574569,Water source critical control point,medium,source
CCP_138574569_DST,Water system 912 – Distribution tap / outlet,138574569,Distribution point critical control point,far,tap
CCP_138574570_SRC,Water system 913 – Water source / HP outlet,138574570,Water source critical control point,unknown,source
CCP_138574570_DST,Water system 913 – Distribution tap / outlet,138574570,Distribution point critical control point,very_close,tap
CCP_138574571_SRC,Water system 914 – Water source / HP outlet,138574571,Water source critical control point,close,source
CCP_138574571_DST,Water system 914 – Distribution tap / outlet,138574571,Distribution point critical control point,medium,tap
CCP_138574572_SRC,Water system 915 – Water source / HP outlet,138574572,Water source critical control point,far,source
CCP_138574572_DST,Water system 915 – Distribution tap / outlet,138574572,Distribution point critical control point,unknown,tap
CCP_138574573_SRC,Water system 916 – Water source / HP outlet,138574573,Water source critical control point,very_close,source
CCP_138574573_DST,Water system 916 – Distribution tap / outlet,138574573,Distribution point critical control point,close,tap
CCP_138574574_SRC,Water system 917 – Water source / HP outlet,138574574,Water source critical control point,medium,source
CCP_138574574_DST,Water system 917 – Distribution tap / outlet,138574574,Distribution point critical control point,far,tap
CCP_138574575_SRC,Water system 918 – Water source / HP outlet,138574575,Water source critical control point,unknown,source
CCP_138574575_DST,Water system 918 – Distribution tap / outlet,138574575,Distribution point critical control point,very_close,tap
CCP_138574576_SRC,Water system 919 – Water source / HP outlet,138574576,Water source critical control point,close,source
CCP_138574576_DST,Water system 919 – Distribution tap / outlet,138574576,Distribution point critical control point,medium,tap
CCP_138574577_SRC,Water system 920 – Water source / HP outlet,138574577,Water source critical control point,far,source
CCP_138574577_DST,Water system 920 – Distribution tap / outlet,138574577,Distribution point critical control point,unknown,tap
CCP_138574578_SRC,Water system 921 – Water source / HP outlet,138574578,Water source critical control point,very_close,source
CCP_138574578_DST,Water system 921 – Distribution tap / outlet,138574578,Distribution point critical control point,close,tap
CCP_138574579_SRC,Water system 922 – Water source / HP outlet,138574579,Water source critical control point,medium,source
CCP_138574579_DST,Water system 922 – Distribution tap / outlet,138574579,Distribution point critical control point,far,tap
CCP_138574580_SRC,Water system 923 – Water source / HP outlet,138574580,Water source critical control point,unknown,source
CCP_138574580_DST,Water system 923 – Distribution tap / outlet,138574580,Distribution point critical control point,very_close,tap
CCP_138574581_SRC,Water system 924 – Water source / HP outlet,138574581,Water source critical control point,close,source
CCP_138574581_DST,Water system 924 – Distribution tap / outlet,138574581,Distribution point critical control point,medium,tap
CCP_138574582_SRC,Water system 925 – Water source / HP outlet,138574582,Water source critical control point,far,source
CCP_138574582_DST,Water system 925 – Distribution tap / outlet,138574582,Distribution point critical control point,unknown,tap
CCP_138574583_SRC,Water system 926 – Water source / HP outlet,138574583,Water source critical control point,very_close,source
CCP_138574583_DST,Water system 926 – Distribution tap / outlet,138574583,Distribution point critical control point,close,tap
CCP_138574584_SRC,Water system 927 – Water source / HP outlet,138574584,Water source critical control point,medium,source
CCP_138574584_DST,Water system 927 – Distribution tap / outlet,138574584,Distribution point critical control point,far,tap
CCP_138574585_SRC,Water system 928 – Water source / HP outlet,138574585,Water source critical control point,unknown,source
CCP_138574585_DST,Water system 928 – Distribution tap / outlet,138574585,Distribution point critical control point,very_close,tap
CCP_138574586_SRC,Water system 929 – Water source / HP outlet,138574586,Water source critical control point,close,source
CCP_138574586_DST,Water system 929 – Distribution tap / outlet,138574586,Distribution point critical control point,medium,tap
CCP_138574587_SRC,Water system 930 – Water source / HP outlet,138574587,Water source critical control point,far,source
CCP_138574587_DST,Water system 930 – Distribution tap / outlet,138574587,Distribution point critical control point,unknown,tap
CCP_138574588_SRC,Water system 931 – Water source / HP outlet,138574588,Water source critical control point,very_close,source
CCP_138574588_DST,Water system 931 – Distribution tap / outlet,138574588,Distribution point critical control point,close,tap
CCP_138574589_SRC,Water system 932 – Water source / HP outlet,138574589,Water source critical control point,medium,source
CCP_138574589_DST,Water system 932 – Distribution tap / outlet,138574589,Distribution point critical control point,far,tap
CCP_138574590_SRC,Water system 933 – Water source / HP outlet,138574590,Water source critical control point,unknown,source
CCP_138574590_DST,Water system 933 – Distribution tap / outlet,138574590,Distribution point critical control point,very_close,tap
CCP_138574591_SRC,Water system 934 – Water source / HP outlet,138574591,Water source critical control point,close,source
CCP_138574591_DST,Water system 934 – Distribution tap / outlet,138574591,Distribution point critical control point,medium,tap
CCP_138574592_SRC,Water system 935 – Water source / HP outlet,138574592,Water source critical control point,far,source
CCP_138574592_DST,Water system 935 – Distribution tap / outlet,138574592,Distribution point critical control point,unknown,tap
CCP_138574593_SRC,Water system 936 – Water source / HP outlet,138574593,Water source critical control point,very_close,source
CCP_138574593_DST,Water system 936 – Distribution tap / outlet,138574593,Distribution point critical control point,close,tap
CCP_138574594_SRC,Water system 937 – Water source / HP outlet,138574594,Water source critical control point,medium,source
CCP_138574594_DST,Water system 937 – Distribution tap / outlet,138574594,Distribution point critical control point,far,tap
